MasterID,ItemID,Yield,Replenishable,Remaining,WHLocation,Plant,StartingFT,Core,CRCITEMID,Complete,PO_Num,Date_Received,Date_Receiveing,LastInventoryCycle,LastInventoryRemaining,LastInventoryComplete,OLD_PO
"BOND 20# WHT 18                                   ","DTH12A3117157          ",998," ",998,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:42:57.000,2023-01-02 16:05:00.000,2023-01-02 06:13:28.000,998,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3117163          ",1000," ",1000,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:37:54.000,2023-01-02 16:05:00.000,2023-01-02 06:13:28.000,1000,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3117170          ",999," ",999,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:38:00.000,2023-01-02 16:05:01.000,2023-01-02 06:13:28.000,999,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3117176          ",1002," ",1002,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:40:44.000,2023-01-02 16:05:01.000,2023-01-02 06:13:28.000,1002,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3117183          ",1002," ",1002,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:40:47.000,2023-01-02 16:05:01.000,2023-01-02 06:13:28.000,1002,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3117450          ",1000," ",1000,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:38:08.000,2023-01-02 16:05:02.000,2023-01-02 06:13:28.000,1000,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3117457          ",999," ",999,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:38:12.000,2023-01-02 16:05:02.000,2023-01-02 06:13:28.000,999,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3117463          ",1000," ",1000,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:44:12.000,2023-01-02 16:05:02.000,2023-01-02 06:13:28.000,1000,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3117470          ",1000," ",1000,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:44:15.000,2023-01-02 16:05:03.000,2023-01-02 06:13:28.000,1000,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3118263          ",1001," ",1001,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:43:19.000,2023-01-02 16:05:03.000,2023-01-02 06:13:28.000,1001,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3118270          ",1000," ",1000,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:43:23.000,2023-01-02 16:05:03.000,2023-01-02 06:13:28.000,1000,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3118276          ",1002," ",1002,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:43:05.000,2023-01-02 16:05:04.000,2023-01-02 06:13:28.000,1002,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3118283          ",1002," ",1002,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:43:09.000,2023-01-02 16:05:04.000,2023-01-02 06:13:28.000,1002,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3118350          ",1000," ",1000,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:42:29.000,2023-01-02 16:05:04.000,2023-01-02 06:13:28.000,1000,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3118357          ",999," ",999,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:42:34.000,2023-01-02 16:05:05.000,2023-01-02 06:13:28.000,999,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3118363          ",1001," ",1001,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:44:39.000,2023-01-02 16:05:05.000,2023-01-02 06:13:28.000,1001,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3118370          ",1000," ",1000,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:44:43.000,2023-01-02 16:05:06.000,2023-01-02 06:13:28.000,1000,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3118376          ",1003," ",1003,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:43:43.000,2023-01-02 16:05:06.000,2023-01-02 06:13:28.000,1003,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3118383          ",1002," ",1002,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:43:47.000,2023-01-02 16:05:06.000,2023-01-02 06:13:28.000,1002,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3119163          ",998," ",998,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:42:41.000,2023-01-02 16:05:07.000,2023-01-02 06:13:28.000,998,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3119170          ",998," ",998,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:42:45.000,2023-01-02 16:05:07.000,2023-01-02 06:13:28.000,998,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3119176          ",1001," ",1001,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:44:25.000,2023-01-02 16:05:07.000,2023-01-02 06:13:28.000,1001,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3119183          ",1001," ",1001,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:44:28.000,2023-01-02 16:05:08.000,2023-01-02 06:13:28.000,1001,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3119250          ",995," ",995,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:42:12.000,2023-01-02 16:05:08.000,2023-01-02 06:13:28.000,995,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3119257          ",995," ",995,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:42:16.000,2023-01-02 16:05:08.000,2023-01-02 06:13:28.000,995,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3119263          ",997," ",997,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:44:58.000,2023-01-02 16:05:09.000,2023-01-02 06:13:28.000,997,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3119270          ",997," ",997,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:45:01.000,2023-01-02 16:05:09.000,2023-01-02 06:13:28.000,997,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3119350          ",998," ",998,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:41:28.000,2023-01-02 16:05:09.000,2023-01-02 06:13:28.000,998,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3119357          ",998," ",998,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:41:35.000,2023-01-02 16:05:10.000,2023-01-02 06:13:28.000,998,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3119363          ",1000," ",1000,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:41:46.000,2023-01-02 16:05:10.000,2023-01-02 06:13:28.000,1000,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3119370          ",1000," ",1000,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:41:50.000,2023-01-02 16:04:59.000,2023-01-02 06:13:28.000,1000,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3119376          ",1002," ",1002,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:45:14.000,2023-01-02 16:04:52.000,2023-01-02 06:13:28.000,1002,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3119383          ",1002," ",1002,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:45:17.000,2023-01-02 16:04:52.000,2023-01-02 06:13:28.000,1002,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3120176          ",1003," ",1003,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:40:30.000,2023-01-02 16:04:52.000,2023-01-02 06:13:28.000,1003,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3120183          ",1002," ",1002,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:40:35.000,2023-01-02 16:04:53.000,2023-01-02 06:13:28.000,1002,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3120276          ",1003," ",1003,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:40:23.000,2023-01-02 16:04:53.000,2023-01-02 06:13:28.000,1003,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3120283          ",1002," ",1002,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:38:29.000,2023-01-02 16:04:53.000,2023-01-02 06:13:28.000,1002,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3120376          ",1000," ",1000,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:41:01.000,2023-01-02 16:04:54.000,2023-01-02 06:13:28.000,1000,0,NULL
"BOND 20# WHT 18                                   ","DTH12A3120383          ",1000," ",1000,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:41:04.000,2023-01-02 16:04:54.000,2023-01-02 06:13:28.000,1000,0,NULL
"BOND 20# WHT 18                                   ","DTH12B2008311          ",1005," ",1005,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:45:27.000,2023-01-02 16:04:54.000,2023-01-02 06:13:28.000,1005,0,NULL
"BOND 20# WHT 18                                   ","DTH12B2008317          ",1004," ",1004,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:45:30.000,2023-01-02 16:04:55.000,2023-01-02 06:13:28.000,1004,0,NULL
"BOND 20# WHT 18                                   ","DTH12B2009124          ",1004," ",1004,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:45:40.000,2023-01-02 16:04:55.000,2023-01-02 06:13:28.000,1004,0,NULL
"BOND 20# WHT 18                                   ","DTH12B2009130          ",1004," ",1004,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:45:43.000,2023-01-02 16:04:55.000,2023-01-02 06:13:28.000,1004,0,NULL
"BOND 20# WHT 18                                   ","DTH12B2009211          ",1004," ",300,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:47:25.000,2023-01-02 16:04:56.000,2023-01-02 06:13:28.000,300,0,NULL
"BOND 20# WHT 18                                   ","DTH12B2009224          ",1004," ",1004,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:46:05.000,2023-01-02 16:04:56.000,2023-01-02 06:13:28.000,1004,0,NULL
"BOND 20# WHT 18                                   ","DTH12B2009230          ",1003," ",1003,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:46:09.000,2023-01-02 16:04:56.000,2023-01-02 06:13:28.000,1003,0,NULL
"BOND 20# WHT 18                                   ","DTH12B2009311          ",1006," ",1006,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:46:16.000,2023-01-02 16:04:57.000,2023-01-02 06:13:28.000,1006,0,NULL
"BOND 20# WHT 18                                   ","DTH12B2009317          ",1005," ",1005,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:46:20.000,2023-01-02 16:04:57.000,2023-01-02 06:13:28.000,1005,0,NULL
"BOND 20# WHT 18                                   ","DTH12D1607324          ",1012," ",1012,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:45:51.000,2023-01-02 16:04:57.000,2023-01-02 06:13:28.000,1012,0,NULL
"BOND 20# WHT 18                                   ","DTH12D1607330          ",1012," ",1012,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:45:54.000,2023-01-02 16:04:58.000,2023-01-02 06:13:28.000,1012,0,NULL
"BOND 20# WHT 18                                   ","DTH12D1607443          ",1014," ",1014,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:48:48.000,2023-01-02 16:04:58.000,2023-01-02 06:13:28.000,1014,0,NULL
"BOND 20# WHT 18                                   ","DTH12D1608124          ",1013," ",1013,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:48:29.000,2023-01-02 16:04:58.000,2023-01-02 06:13:28.000,1013,0,NULL
"BOND 20# WHT 18                                   ","DTH12D1608130          ",1012," ",1012,"          ","2 ",0,0,"00000000    ",0,"2-065593  ",2022-09-08 07:48:33.000,2023-01-02 16:04:59.000,2023-01-02 06:13:28.000,1012,0,NULL
"ELEC 90# WHT DOMTAR 12 1/2                        ","DTR51E2573118          ",441," ",268,"          ","2 ",0,0,"00000000    ",0,"2-00000   ",2013-09-04 07:51:54.000,2023-01-02 16:10:57.000,2023-01-02 06:13:28.000,268,0,NULL
"ELEC 90# WHT DOMTAR 12 1/2                        ","DTR51E2573123          ",441," ",441,"          ","2 ",0,0,"00000000    ",0,"2-00000   ",2013-09-04 07:51:54.000,2023-01-02 16:10:57.000,2023-01-02 06:13:28.000,441,0,NULL
"BOND 20# WHT 18  50/3                             ","E11F16071J             ",1103," ",1103,"          ","2 ",0,0,"00000000    ",0,"2-064626  ",2021-11-05 10:03:17.000,2023-01-02 16:05:22.000,2023-01-02 06:13:28.000,1103,0,NULL
"BOND 20# WHT 18  50/3                             ","E11F16071K             ",1103," ",1103,"          ","2 ",0,0,"00000000    ",0,"2-064626  ",2021-11-05 10:03:19.000,2023-01-02 16:05:23.000,2023-01-02 06:13:28.000,1103,0,NULL
"BOND 20# WHT 18  50/3                             ","E11F16071L             ",1103," ",0,"          ","2 ",0,0,"00000000    ",1,"2-064626  ",2021-11-05 10:05:32.000,2023-01-02 16:05:23.000,2023-01-02 06:13:28.000,552,0,NULL
"BOND 20# WHT 18  50/3                             ","E11F16071M             ",1103," ",679,"          ","2 ",0,0,"00000000    ",0,"2-064626  ",2021-11-05 10:05:35.000,2023-01-02 16:05:23.000,2023-01-02 06:13:28.000,679,0,NULL
"BOND 20# WHT 18  50/3                             ","E11F16072G             ",1104," ",0,"          ","2 ",0,0,"00000000    ",1,"2-064626  ",2021-11-05 10:11:11.000,2023-01-02 16:05:24.000,2023-01-02 06:13:28.000,443,0,NULL
"BOND 20# WHT 18  50/3                             ","E11F16072GA            ",0," ",646,"          ","2 ",0,0,"00000000    ",0,"          ",2023-01-02 16:05:24.000,2023-01-02 16:05:24.000,2023-01-02 06:13:28.000,646,0,NULL
"BOND 20# WHT 18  50/3                             ","E11F16074N             ",1074," ",1074,"          ","2 ",0,0,"00000000    ",0,"2-064626  ",2021-11-05 10:03:25.000,2023-01-02 16:05:24.000,2023-01-02 06:13:28.000,1074,0,NULL
"BOND 20# WHT 18  50/3                             ","E11F16074P             ",1074," ",1074,"          ","2 ",0,0,"00000000    ",0,"2-064626  ",2021-11-05 10:03:28.000,2023-01-02 16:05:25.000,2023-01-02 06:13:28.000,1074,0,NULL
"BOND 20# WHT 18  50/3                             ","E11F16081N             ",1108," ",1108,"          ","2 ",0,0,"00000000    ",0,"2-064626  ",2021-11-05 10:04:40.000,2023-01-02 16:05:25.000,2023-01-02 06:13:28.000,1108,0,NULL
"BOND 20# WHT 18  50/3                             ","E11F16081P             ",1108," ",1108,"          ","2 ",0,0,"00000000    ",0,"2-064626  ",2021-11-05 10:04:42.000,2023-01-02 16:05:25.000,2023-01-02 06:13:28.000,1108,0,NULL
"24# DEFENSA SEC GATE PLOC 17-1/2                  ","F00006623B             ",338," ",370,"          ","1 ",0,0,"00000000    ",0,"1-066225  ",2023-01-13 15:00:00.000,2023-01-23 08:58:34.000,2023-01-20 05:56:27.000,370,0,NULL
"TAG 100# WHT 10""                                  ","F00007954Z             ",355," ",355,"          ","2 ",0,0,"00000000    ",0,"2-064745  ",2021-12-21 08:19:23.000,2023-01-02 16:12:51.000,2023-01-02 06:13:28.000,355,0,NULL
"TAG 100# WHT 17 1/2                               ","F00008089A             ",112," ",139,"          ","1 ",0,0,"00000000    ",0,"1-066224  ",2023-01-13 15:00:00.000,2023-01-23 09:01:21.000,2023-01-20 05:56:27.000,139,0,NULL
"CF 21# PNK 12 1/4                                 ","F10J28121Z             ",371," ",200,"          ","2 ",0,0,"00000000    ",0,"2-063928  ",2020-12-16 12:47:33.000,2023-01-02 16:09:16.000,2023-01-02 06:13:28.000,200,0,NULL
"CF 21# PNK 12 1/4                                 ","F10J28121ZA            ",0," ",160,"          ","2 ",0,0,"00000000    ",0,"          ",2023-01-02 16:09:17.000,2023-01-02 16:09:17.000,2023-01-02 06:13:28.000,160,0,NULL
"CF 21# CAN 17 1/2                                 ","F10L19088A             ",541," ",541,"          ","2 ",0,0,"00000000    ",0,"2-063992  ",2021-02-05 12:38:04.000,2023-01-02 16:09:10.000,2023-01-02 06:13:28.000,541,0,NULL
"CF 21# CAN 17 1/2                                 ","F10L19088B             ",545," ",545,"          ","2 ",0,0,"00000000    ",0,"2-063992  ",2021-02-05 12:37:37.000,2023-01-02 16:09:11.000,2023-01-02 06:13:28.000,545,0,NULL
"CF 21# CAN 17 1/2                                 ","F10L19088C             ",545," ",545,"          ","2 ",0,0,"00000000    ",0,"2-063992  ",2021-02-05 12:37:40.000,2023-01-02 16:09:11.000,2023-01-02 06:13:28.000,545,0,NULL
"CF 15# PNK 9 7/8                                  ","F11H04086A             ",320," ",320,"          ","2 ",0,0,"00000000    ",0,"2-066165  ",2022-12-23 09:25:05.000,2023-01-02 16:08:48.000,2023-01-02 06:13:28.000,320,0,NULL
"CF 15# PNK 9 7/8                                  ","F11H04098A             ",232," ",232,"          ","1 ",0,0,"00000000    ",0,"1-066226  ",2023-01-13 15:00:00.000,2023-01-23 09:01:13.000,2023-01-20 05:56:27.000,232,0,NULL
"CF 15# PNK 9 7/8                                  ","F11H04098B             ",322," ",322,"          ","2 ",0,0,"00000000    ",0,"2-066165  ",2022-12-23 09:25:11.000,2023-01-02 16:08:47.000,2023-01-02 06:13:28.000,322,0,NULL
"CF 15# PNK 9 7/8                                  ","F11H04098C             ",321," ",321,"          ","2 ",0,0,"00000000    ",0,"2-066165  ",2022-12-23 09:25:08.000,2023-01-02 16:08:47.000,2023-01-02 06:13:28.000,321,0,NULL
"CB 15# GRD 9 7/8                                  ","F11H30104A             ",0," ",324,"          ","2 ",0,0,"00000000    ",0,"          ",2023-01-02 16:06:42.000,2023-01-02 16:06:42.000,2023-01-02 06:13:28.000,324,0,NULL
"CB 15# GRD 9 7/8                                  ","F11H31014A             ",0," ",212,"          ","2 ",0,0,"00000000    ",0,"          ",2023-01-02 16:06:42.000,2023-01-02 16:06:42.000,2023-01-02 06:13:28.000,212,0,NULL
"CB 26# DEFENSA BASIC WHT 12 1/4                   ","F11H31302D             ",453," ",453,"          ","2 ",0,0,"00000000    ",0,"2-064556  ",2021-10-27 13:46:34.000,2023-01-02 16:07:20.000,2023-01-02 06:13:28.000,453,0,NULL
"CB 15# CAN 9 7/8                                  ","F11K12062C             ",319," ",230,"          ","2 ",0,0,"00000000    ",0,"2-064576  ",2021-10-26 15:40:16.000,2023-01-02 16:06:40.000,2023-01-02 06:13:28.000,248,0,NULL
"CB 15# BLU 12 1/4                                 ","F11K22022B             ",385," ",385,"          ","2 ",0,0,"00000000    ",0,"2-065207  ",2022-05-24 16:31:59.000,2023-01-02 16:06:30.000,2023-01-02 06:13:28.000,385,0,NULL
"CB 15# BLU 9 7/8                                  ","F11K22031Z             ",0," ",314,"          ","2 ",0,0,"00000000    ",0,"          ",2023-01-02 16:06:33.000,2023-01-02 16:06:33.000,2023-01-02 06:13:28.000,314,0,NULL
"CB 15# BLU 12 1/4                                 ","F11K22052A             ",382," ",382,"          ","2 ",0,0,"00000000    ",0,"2-065644  ",2022-09-24 07:04:00.000,2023-01-02 16:06:31.000,2023-01-02 06:13:28.000,382,0,NULL
"CB 15# BLU 12 1/4                                 ","F11K22071A             ",384," ",384,"          ","2 ",0,0,"00000000    ",0,"2-065168  ",2022-05-10 06:23:34.000,2023-01-02 16:06:31.000,2023-01-02 06:13:28.000,384,0,NULL
"CB 15# BLU 12 1/4                                 ","F11K22071C             ",385," ",385,"          ","2 ",0,0,"00000000    ",0,"2-065168  ",2022-05-10 06:23:37.000,2023-01-02 16:06:31.000,2023-01-02 06:13:28.000,385,0,NULL
"CB 15# BLU 12 1/4                                 ","F11K22101A             ",389," ",389,"          ","2 ",0,0,"00000000    ",0,"2-065644  ",2022-09-24 07:03:52.000,2023-01-02 16:06:32.000,2023-01-02 06:13:28.000,389,0,NULL
"CB 15# BLU 9 7/8                                  ","F11K22101Z             ",319," ",319,"          ","2 ",0,0,"00000000    ",0,"2-065756  ",2022-10-06 07:07:09.000,2023-01-02 16:06:32.000,2023-01-02 06:13:28.000,319,0,NULL
"CB 15# BLU 12 1/4                                 ","F11K22102A             ",389," ",389,"          ","2 ",0,0,"00000000    ",0,"2-065644  ",2022-09-24 07:03:44.000,2023-01-02 16:06:30.000,2023-01-02 06:13:28.000,389,0,NULL
"CB 15# BLU 12 1/4                                 ","F11K22102B             ",389," ",389,"          ","2 ",0,0,"00000000    ",0,"2-065644  ",2022-09-24 07:04:07.000,2023-01-02 16:06:30.000,2023-01-02 06:13:28.000,389,0,NULL
"CB 15# BLU 9 7/8                                  ","F11K22102D             ",317," ",317,"          ","2 ",0,0,"00000000    ",0,"2-065756  ",2022-10-06 07:07:04.000,2023-01-02 16:06:32.000,2023-01-02 06:13:28.000,317,0,NULL
"CB 15# BLU 9 7/8                                  ","F11K22141D             ",314," ",314,"          ","2 ",0,0,"00000000    ",0,"2-065252  ",2022-06-07 13:05:35.000,2023-01-02 16:06:33.000,2023-01-02 06:13:28.000,314,0,NULL
"CB 15# BLU 9 7/8                                  ","F11K22141Z             ",315," ",315,"          ","2 ",0,0,"00000000    ",0,"2-065252  ",2022-06-07 13:05:42.000,2023-01-02 16:06:33.000,2023-01-02 06:13:28.000,315,0,NULL
"CB 15# BLU 12 1/4                                 ","F11K22142B             ",386," ",386,"          ","2 ",0,0,"00000000    ",0,"2-065207  ",2022-05-24 16:32:04.000,2023-01-02 16:06:29.000,2023-01-02 06:13:28.000,386,0,NULL
"CB 15# BLU 12 1/4                                 ","F11K22142C             ",387," ",387,"          ","2 ",0,0,"00000000    ",0,"2-065227  ",2022-06-01 14:34:45.000,2023-01-02 16:06:29.000,2023-01-02 06:13:28.000,387,0,NULL
"BOND 15# BLU 10                                   ","F11L21032D             ",0," ",202,"          ","2 ",0,0,"00000000    ",0,"          ",2023-01-02 16:04:37.000,2023-01-02 16:04:37.000,2023-01-02 06:13:28.000,202,0,NULL
"CF 21# WHT 12 1/4                                 ","F12D24128C             ",371," ",371,"          ","2 ",0,0,"00000000    ",0,"2-065168  ",2022-05-24 16:47:15.000,2023-01-02 16:09:17.000,2023-01-02 06:13:28.000,371,0,NULL
"24# DEFENSA BASIC 19 3/4                          ","F12E1921AZ             ",703," ",256,"          ","2 ",0,0,"00000000    ",0,"2-065291  ",2022-07-12 16:23:05.000,2023-01-02 16:03:00.000,2023-01-02 06:13:28.000,256,0,NULL
"24# DEFENSA BASIC 19 3/4                          ","F12E1921BZ             ",704," ",521,"          ","2 ",0,0,"00000000    ",0,"2-065291  ",2022-07-12 16:23:18.000,2023-01-02 16:03:01.000,2023-01-02 06:13:28.000,521,0,NULL
"CF 20# WHT 9 7/8                                  ","F12F1610CA             ",292," ",292,"          ","2 ",0,0,"00000000    ",0,"2-065318  ",2022-08-17 13:00:54.000,2023-01-02 16:09:10.000,2023-01-02 06:13:28.000,292,0,NULL
"CF 20# WHT 9 7/8                                  ","F12F1610DD             ",293," ",293,"          ","2 ",0,0,"00000000    ",0,"2-065318  ",2022-08-17 13:00:51.000,2023-01-02 16:09:10.000,2023-01-02 06:13:28.000,293,0,NULL
"CF 21# CAN 9 7/8                                  ","F12F29163A             ",296," ",296,"          ","2 ",0,0,"00000000    ",0,"2-065186  ",2022-08-02 09:19:54.000,2023-01-02 16:09:12.000,2023-01-02 06:13:28.000,296,0,NULL
"CF 21# CAN 9 7/8                                  ","F12F29163B             ",296," ",296,"          ","2 ",0,0,"00000000    ",0,"2-065186  ",2022-08-02 09:19:56.000,2023-01-02 16:09:12.000,2023-01-02 06:13:28.000,296,0,NULL
"CF 21# CAN 9 7/8                                  ","F12F29173A             ",291," ",291,"          ","2 ",0,0,"00000000    ",0,"2-065186  ",2022-08-02 09:20:00.000,2023-01-02 16:09:13.000,2023-01-02 06:13:28.000,291,0,NULL
"CF 21# CAN 9 1/2                                  ","F12F30029Z             ",280," ",280,"          ","2 ",0,0,"00000000    ",0,"2-065252  ",2022-09-12 09:36:01.000,2023-01-02 16:09:12.000,2023-01-02 06:13:28.000,280,0,NULL
"24# DEFENSA BASIC 19 3/4                          ","F12H30141B             ",696," ",696,"          ","2 ",0,0,"00000000    ",0,"2-065838  ",2022-11-02 15:49:34.000,2023-01-02 16:02:58.000,2023-01-02 06:13:28.000,696,0,NULL
"24# DEFENSA BASIC 19 3/4                          ","F12H30141Z             ",700," ",700,"          ","2 ",0,0,"00000000    ",0,"2-065838  ",2022-11-02 15:49:37.000,2023-01-02 16:02:58.000,2023-01-02 06:13:28.000,700,0,NULL
"24# DEFENSA BASIC 19 3/4                          ","F12H30142B             ",679," ",679,"          ","2 ",0,0,"00000000    ",0,"2-065838  ",2022-11-02 15:49:20.000,2023-01-02 16:02:59.000,2023-01-02 06:13:28.000,679,0,NULL
"24# DEFENSA BASIC 19 3/4                          ","F12H30142Z             ",682," ",682,"          ","2 ",0,0,"00000000    ",0,"2-065838  ",2022-11-02 15:49:06.000,2023-01-02 16:02:59.000,2023-01-02 06:13:28.000,682,0,NULL
"24# DEFENSA BASIC 19 3/4                          ","F12H30143B             ",698," ",698,"          ","2 ",0,0,"00000000    ",0,"2-065838  ",2022-11-02 15:49:10.000,2023-01-02 16:02:59.000,2023-01-02 06:13:28.000,698,0,NULL
"24# DEFENSA BASIC 19 3/4                          ","F12H30143Z             ",700," ",700,"          ","2 ",0,0,"00000000    ",0,"2-065838  ",2022-11-02 15:49:15.000,2023-01-02 16:03:00.000,2023-01-02 06:13:28.000,700,0,NULL
"24# DEFENSA BASIC 19 3/4                          ","F12H30144B             ",682," ",682,"          ","2 ",0,0,"00000000    ",0,"2-065838  ",2022-11-02 15:49:47.000,2023-01-02 16:03:00.000,2023-01-02 06:13:28.000,682,0,NULL
"CF 15# WHT 11 5/8                                 ","F12L0105KB             ",382,0,382,"001       ","2 ",0,0,000000000000,0,"2-065838  ",2023-01-12 11:52:56.000,NULL,NULL,0,0,NULL
"CF 15# WHT 11 5/8                                 ","F12L0105KBA            ",382,0,382,"001       ","2 ",0,0,000000000000,0,"2-065838  ",2023-01-12 11:53:06.000,NULL,NULL,0,0,NULL
"CF 15# WHT 11 5/8                                 ","F12L0106KA             ",380,0,380,"001       ","2 ",0,0,000000000000,0,"2-065838  ",2023-01-12 11:52:31.000,NULL,NULL,0,0,NULL
"CF 15# WHT 11 5/8                                 ","F12L0106KAA            ",380,0,380,"001       ","2 ",0,0,000000000000,0,"2-065838  ",2023-01-12 11:52:47.000,NULL,NULL,0,0,NULL
"CF 15# PNK 9 7/8                                  ","F12L1402HC             ",318," ",318,"          ","2 ",0,0,"00000000    ",0,"2-065644  ",2022-12-21 07:47:08.000,2023-01-02 16:08:47.000,2023-01-02 06:13:28.000,318,0,NULL
"CF 15# PNK 9 7/8                                  ","F12L1402HCA            ",318," ",318,"          ","2 ",0,0,"00000000    ",0,"2-065644  ",2022-12-21 07:47:28.000,2023-01-02 16:08:45.000,2023-01-02 06:13:28.000,318,0,NULL
