Description,CRCItemID,ERMaterials,LeadTime,PartsPerUnit,CostPerFactor,DLCostPerFactor,EstimatePerFactor,UseBy,OrderBY,PressFactor,CollatorFactor,OfflineFactor,ProdType,ItemType,ReportType,Color,Size,SubWT,ReOrderPoint,Cycle,PVGLCode,PRGLCode,ReqReport,Vendor_ItemID,Vendor_qty,DateLastPriceChange,LastPriceChangePO,Valueation,New_Item_Type,Old_Item_Type,BidID,CostingLink,Inventoryable
"24# IVORY BOND 17-1/2                             ","            ",F,1,1,0.00,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","IVR ","17 1/2    ","24        ",-1," ","                    ","40200-1-30          ",F,"            ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"24# SIMPSON SEC DES YLW 17-1/2                    ","            ",F,1,1,0.00,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","CAN ","17 1/2    ","24        ",-1," ","                    ","40200-1-30          ",F,"            ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"24# TRANSFORM MOCR 17 1/2 50/3                    ","            ",T,1,1,75.00,0.00,75.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","24        ",-1," ","40200-2-30          ","40200-1-30          ",T,"            ",642,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"24# TRANSFORM MOCR 19 3/4 50/3                    ","            ",T,1,1,75.00,0.00,75.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","24        ",-1," ","40200-2-30          ","40200-1-30          ",T,"            ",642,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"24# WHT Bond 18""                                  ","            ",F,1,1,0.555,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","18        ","24        ",-1," ","                    ","40200-1-30          ",F,"            ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"24# Wht Capitol Bond 17-1/2                       ","            ",F,1,1,0.55,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","24        ",-1," ","                    ","40200-1-30          ",F,"            ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"24# WHT CKSEC PREM TF  17 1/2                     ","            ",T,1,1,0.838,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","24        ",-1," ","40200-2-30          ","40200-1-30          ",T,"01456       ",656,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"24# WHT CKSECURPREM TF  17 1/2                    ","            ",T,1,1,0.878,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","24        ",-1," ","40200-2-30          ","40200-1-30          ",T,"01456       ",660,2013-08-29 09:54:18.690,"2-052466  ",NULL,NULL,NULL,NULL,NULL,1
"24# WHT CKSECURPREM TF  9-1/2                     ","            ",T,1,1,0.838,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","9 1/2     ","24        ",-1," ","                    ","40200-1-30          ",T,"1478        ",350,2012-08-23 16:07:16.753,"2-052068  ",NULL,NULL,NULL,NULL,NULL,1
"24# WHT CKSECURPREM TF 18                         ","            ",T,0,1,0.838,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","18        ","24        ",-1," ","40200-2-30          ","40200-1-30          ",T,"54599       ",697,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"24# WHT DC BASIC TF 17-1/2                        ","            ",T,1,1,0.795,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","24        ",0," ","40200-2-30          ","40200-1-30          ",T,"            ",619,2012-01-03 18:23:55.317,"2-051854  ",NULL,NULL,NULL,NULL,NULL,1
"24# WHT DCGHST  17-1/2""                           ","            ",T,1,1,1.1873,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","24        ",-1," ","                    ","40200-1-30          ",F,4905  203573,533,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"24# WHT DCGHST 9-1/2                              ","            ",T,1,1,1.1873,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","9 1/2     ","24        ",-1," ","40200-2-30          ","40200-1-30          ",F,4903  203573,290,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"24# WHT GLOBE WTRMRK 17-1/2""                      ","            ",T,1,1,1.155,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","          ","WHT ","17 1/2    ","24        ",-1," ","40200-2-30          ","40200-1-30          ",F,"58486       ",670,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"24# WHT LASER MOCR 15 1/2                         ","            ",T,1,1,0.519,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","15 1/2    ","24        ",-1," ","40200-2-30          ","                    ",F,"            ",579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"24# WHT MOCR PLUS 17 1/2                          ","            ",F,0,1,0.00,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","24        ",-1," ","40200-2-30          ","40200-1-30          ",T,"            ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"25# DocChk Impede wht/tan 17 1/2                  ","            ",T,1,1,1.23,0.00,0.55,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","25        ",-1," ","40200-2-30          ","40200-1-30          ",F,2664  203573,516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"25# DocCk Trwtr 17 1/2                            ","            ",T,1,1,1.26,0.00,1.23,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","25        ",-1," ","40200-2-30          ","40200-1-30          ",T,3274  203573,644,2013-05-10 13:37:35.373,"2-052323  ",NULL,NULL,NULL,NULL,NULL,1
"25# DocCK Trwtr 9/1/2                             ","            ",F,1,1,1.23,0.00,1.23,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","9 1/2     ","25        ",-1," ","40200-2-30          ","40200-1-30          ",T,"0000-3273   ",280,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"25# DocCk Trwtr TF 17 1/2                         ","            ",T,1,1,1.26,0.00,1.23,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","25        ",-1," ","40200-2-30          ","40200-1-30          ",T,3274  203573,644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"25# DocCK Trwtr TF 9/1/2                          ","            ",T,1,1,1.26,0.00,1.23,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","9 1/2     ","25        ",-1," ","40200-2-30          ","40200-1-30          ",T,3273  203573,280,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"25# DocCk W/M TFII  17 1/2                        ","            ",T,1,1,1.26,0.00,1.23,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","25        ",-1," ","40200-2-30          ","40200-1-30          ",T,3274  203573,644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"25# DOCCK W/M TFII  9/1/2                         ","            ",T,1,1,1.26,0.00,1.23,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","9 1/2     ","25        ",-1," ","40200-2-30          ","40200-1-30          ",T,3273  203573,280,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"25# DOCCK W/M TFII 17 1/2                         ","            ",T,1,1,1.26,0.00,1.23,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","25        ",-1," ","40200-2-30          ","40200-1-30          ",T,3274  203573,644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"25# DOCKCK BASIC 9 7/8                            ","            ",T,1,1,0.92,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","9 7/8     ","25        ",-1," ","                    ","40200-1-30          ",F,"            ",98,2011-11-02 14:28:57.070,"2-051774  ",NULL,NULL,NULL,NULL,NULL,1
"25# DOCUCK BASIC 17 1/2                           ","            ",F,1,1,55.00,0.00,55.00,"LB        ","LB        ",0,0,0,"ROLL  ","DCBS  ","BOND      ","WHT ","17 1/2    ","25        ",-1," ","                    ","40200-1-30          ",F,"            ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"25# DOCUCK W/ TW 17 1/2                           ","            ",T,1,1,1.26,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","25        ",-1," ","40200-2-30          ","                    ",T,"            ",644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"25# DOCUCK W/ TW 18""                              ","            ",F,1,1,0.50,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BND   ","BOND      ","WHT ","18        ","25        ",-1," ","                    ","40200-1-30          ",F,"            ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"25# DOCUCK WM TF 17 1/2                           ","            ",T,1,1,1.26,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","25        ",-1," ","40200-2-30          ","40200-1-30          ",T,3274  203573,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"25# DOCUCK WM/TF 17 1/2                           ","            ",T,1,1,1.26,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","25        ",-1," ","40200-2-30          ","                    ",T,3274  203573,644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"25# EAGLE WM TFII W/ THREAD 8 3/4                 ","            ",T,1,1,2.26,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","8 3/4     ","25        ",-1," ","40200-2-30          ","40200-1-30          ",F,"            ",654,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"25# EAGLE WM TFII W/THREAD 16 1/2                 ","            ",T,0,1,2.26,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","16 1/2    ","25        ",-1," ","40200-2-30          ","40200-1-30          ",T,"            ",0,2012-06-12 13:12:31.027,"2-051894  ",NULL,NULL,NULL,NULL,NULL,1
"25# EAGLE WM TFII W/THREAD 17 1/2                 ","            ",T,1,1,2.26,0.00,2.10,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","25        ",-1," ","40200-2-30          ","40200-1-30          ",T,5372  203573,650,2013-06-11 10:07:33.120,"2-052353  ",NULL,NULL,NULL,NULL,NULL,1
"25# IMPEDE W/W TF 17-1/2                          ","            ",F,1,1,1.22,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","25        ",-1," ","40200-2-30          ","40200-1-30          ",F,2651  203573,516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"25# Impede wh/wh 17-1/2                           ","            ",F,1,1,1.09,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","25        ",-1," ","                    ","40200-1-30          ",F,"            ",358,2012-01-13 13:14:56.733,"2-051882  ",NULL,NULL,NULL,NULL,NULL,1
"25# RC SAFEIMAGE +TM 17 1/2                       ","            ",T,1,1,1.26,0.00,1.015,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","25        ",-1," ","40200-2-30          ","40600-1-30          ",T,"56539       ",695,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"25# RC SAFEIMAGE+ TM 17-1/2                       ","            ",T,1,1,1.24,0.00,1.24,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","25        ",-1," ","40200-2-30          ","40200-1-30          ",T,"56539       ",690,2013-06-04 09:30:31.030,"2-052344  ",NULL,NULL,NULL,NULL,NULL,1
"25# RC SAFEIMAGE+ TM 9-1/2                        ","            ",T,1,1,1.135,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","9 1/2     ","25        ",-1," ","40200-2-30          ","40200-1-30          ",F,"56809       ",363,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"25# RC SAFEIMAGE+TM 18""                           ","            ",T,1,1,1.135,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","18        ","25        ",-1," ","40200-2-30          ","40200-1-30          ",F,"56540       ",715,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"25# SAFEIMAGE +TM 17 1/2                          ","            ",T,1,1,1.015,0.00,1.015,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","25        ",-1," ","40200-2-30          ","40200-1-30          ",F,"            ",678,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"25# SAFEIMAGE 17 1/2                              ","            ",T,1,1,1.015,0.00,1.015,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","25        ",-1," ","40200-2-30          ","40200-1-30          ",F,"            ",706,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"25# VFT SAFEIMAGE 10""                             ","            ",T,1,1,1.21,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","10        ","25        ",-1," ","40200-2-30          ","40200-1-30          ",F,"4008-0004   ",370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"25# VFT WHITE 10""                                 ","            ",T,1,1,1.10,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","10        ","25        ",-1," ","40200-2-30          ","40200-1-30          ",F,"4008-0004   ",370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"25# WH/WH DOCUCK                                  ","            ",F,1,1,0.55,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","25        ",-1," ","                    ","40200-1-30          ",F,"            ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"25# WH/WH DOCUCK 17 1/2""                          ","            ",T,1,1,0.55,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","25        ",-1," ","                    ","40200-1-30          ",F,"            ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"25# WHT DOCUCK BASIC 17 1/2                       ","            ",T,1,1,55.00,0.00,55.00,"LB        ","LB        ",0,0,0,"ROLL  ","DCBS  ","BOND      ","WHT ","17 1/2    ","25        ",-1," ","                    ","40200-1-30          ",F,"            ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"25x38 80# Starbrite                               ","            ",F,0,1,0.2488,0.00,0.2488,"SH        ","SH        ",0,0,0,"SHT   ","BOND  ",NULL,"WHT ","UNIT      ","80        ",-1," ","40200-2-30          ","40200-1-30          ",T,"10302590    ",1000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"26# CB DOCUCHK TWMK                               ","            ",T,1,1,2.1687,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","CB    ","CRBNLS    ","WHT ","9 1/2     ","26        ",-1," ","                    ","40100-1-30          ",F,"3095 203573 ",291,NULL,NULL,NULL,"CB    ","CB        ",NULL,NULL,1
"26# CB DOCUCHK TWMK 9-1/2                         ","            ",T,1,1,2.6365,0.00,2.6365,"LB        ","LB        ",0,0,0,"ROLL  ","CB    ","CRBNLS    ","WHT ","9 1/2     ","26        ",-1," ","40200-2-30          ","40100-1-30          ",F,"3095 207377 ",291,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"26# CB SAFEIMAGE                                  ","            ",T,1,1,1.997,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","CB    ","CRBNLS    ","WHT ","9 1/2     ","26        ",-1," ","40200-2-30          ","40100-1-30          ",F,"4007-0001   ",292,NULL,NULL,NULL,"CB    ","CB        ",NULL,NULL,1
"26# CB WHT PROGHOST                               ","            ",F,1,1,1.7024,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","CB    ","CRBNLS    ","WHT ","9 1/2     ","26        ",-1," ","                    ","40100-1-30          ",F,"            ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"26# CB YLW CK PRO 9 1/2                           ","            ",F,1,1,0.55,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","CB    ","CRBNLS    ","CAN ","9 1/2     ","26        ",-1," ","                    ","40100-1-30          ",F,"            ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"26# WHT CB PROGHST F+B 17-1/2                     ","            ",F,1,1,5.00,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","CB    ","CRBNLS    ","WHT ","17 1/2    ","26        ",-1," ","                    ","40100-1-30          ",F,"            ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"26# WHT CB PROGHST F+B 9 1/2                      ","            ",F,1,1,5.00,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","CB    ","CRBNLS    ","WHT ","9 1/2     ","26        ",-1," ","                    ","40100-1-30          ",F,"            ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"28# APPVION VITAL RECORD WM 18""                   ","            ",F,0,1,1.09,0.00,0.00,"RLL       ","LB        ",0,0,0,"ROLL  ","BOND  ","          ","WHT ","18        ","28        ",-1," ","                    ","40200-1-30          ",T,"            ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"28# Appvion Vital Record WM 9-1/2                 ","            ",F,0,1,0.00,0.00,0.00,"RLL       ","LB        ",0,0,0,"ROLL  ","BOND  ","          ","WHT ","9 1/2     ","28        ",-1," ","                    ","40200-1-30          ",T,"            ",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"28# BUFF EXACT LEDGER 17 1/2                      ","            ",T,12,1,0.846,0.00,0.846,"LB        ","LB        ",0,0,0,"ROLL  ","TEXT  ","BOND      ","BUF ","17 1/2    ","28        ",-1,1,"40200-2-30          ","40200-1-30          ",T,"0765-0005   ",700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"28# CK SEC PLATINUM 17-1/2                        ","            ",T,0,1,1.647,0.00,1.647,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","17 1/2    ","28        ",-1," ","40200-2-30          ","40200-1-30          ",T,"525         ",922,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"28# DEFENSA PREMIUM BOND PL PS 17 1/2             ","226401      ",T,0,1,1.3534,0.00,133.00,"LB        ","LB        ",0,0,0,"ROLL  ","BCAP  ","BOND      ","WHT ","17 1/2    ","28        ",-1," ","40200-2-30          ","40200-1-30          ",T,"            ",629,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"28# DOCCK WM TF11 9      7/8                      ","            ",T,1,1,1.46,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","9 7/8     ","28        ",-1," ","40200-2-30          ","40200-1-30          ",F,0713  207377,326,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
"28# DOCCK WM TF11 9  7/8                          ","            ",T,1,1,1.46,0.00,0.00,"LB        ","LB        ",0,0,0,"ROLL  ","BOND  ","BOND      ","WHT ","9 7/8     ","28        ",-1," ","40200-2-30          ","40200-1-30          ",F,0713  207377,326,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
